36001,הגלעד,2800
36002,מלול יעקב,2800
36003,"שד האצ""ל",2800
36004,נוף חרמון,2800
36005,הרי גלבוע,2800
36006,הר המוריה,2800
36007,הרי יהודה,2800
36008,הר הכרמל,2800
36009,הר מצדה,2800
36010,הר התבור,2800
36011,הר אדיר,2800
36012,הר אדמון,2800
36013,הר ארבל,2800
36014,הר כנען,2800
36015,הר חזון,2800
36016,הר שגיא,2800
36017,הר אביטל,2800
36018,הרי אפרים,2800
36019,הר גילה,2800
36020,הר ציון,2800
36021,הר חרמון,2800
36022,הברזל,2800
36023,הברונזה,2800
36024,הנחושת,2800
36025,הבזלת,2800
36026,הפלדה,2800
36027,העופרת,2800
36028,הגרניט,2800
36029,יגר יוסף,2800
36030,ארלוזורוב,2800
36031,יהודה הלוי,2800
36032,טשרניחובסקי,2800
36033,משמר הגבול,2800
36034,סמ הנוטר,2800
36035,המחתרת,2800
36036,הרצל,2800
36037,מלחמת ששת הימים,2800
36038,דן,2800
36039,ברל,2800
36040,השופטים,2800
36041,הרב הרצוג,2800
36042,סמ הנביאים,2800
36043,עולי הגרדום,2800
36044,שדה יצחק,2800
36045,סמ הצוקים,2800
36046,סמ המלכים,2800
36047,ברנר,2800
36048,סנש,2800
36049,חומה ומגדל,2800
36050,החולה,2800
36051,מלון הצפון,2800
36052,סיני,2800
36053,ברזילי ישראל,2800
36054,מקורות,2800
36055,סלינגר דוד,2800
36056,רזיאל,2800
36057,"אח""י אילת",2800
36058,הרב קוק,2800
36059,מבוא אמנה,2800
36060,צמרת הגליל,2800
36061,קרן קימת לישראל,2800
36062,"מבוא הרצי""ה",2800
36063,כנרת,2800
36064,עין זהב,2800
36065,שפרינצק,2800
36066,בבא סאלי,2800
36067,הדישון,2800
36068,הירקון,2800
36069,ארנון,2800
36070,"רש""י",2800
36071,ביאליק,2800
36072,אחד העם,2800
36073,שמעוני דוד,2800
36074,הירדן,2800
36075,הנשיא,2800
36076,"רמב""ם",2800
36077,עגנון,2800
36078,עקיבא,2800
36079,מלכה,2800
36080,קרן היסוד,2800
36081,שד יובל יניב,2800
36082,הרב משאש יוסף,2800
36083,הבנים,2800
36084,הרב מימון משה,2800
36085,הוורדים,2800
36086,נרקיס,2800
36087,חרצית,2800
36088,בגין מנחם,2800
36089,עירית,2800
36090,כלנית,2800
36091,חבצלת,2800
36092,נורית,2800
36093,חצב,2800
36094,אוחנה שמואל,2800
36095,סביון,2800
36096,יסמין,2800
36097,אירוס,2800
36098,מעלה יאיר,2800
36099,גבעת שחומית,2800
36100,טרומפלדור,2800
36101,אורי אילן,2800
36102,הגנה,2800
36103,סולד,2800
36104,מלון פגודה,2800
36105,דן דיין,2800
36106,הנגב,2800
36107,עלית הנוער,2800
36108,שד תל חי,2800
36109,מרגנית,2800
36110,פרי אליעזר,2800
36111,סלומונוביץ,2800
36112,ככר ההסתדרות,2800
36113,ככר צהל,2800
36114,ש אשכול,2800
36115,ש מודרגים,2800
36116,ש מזרח,2800
36117,ש רכבת,2800
36118,ש שרת,2800
36119,שכ בנה ביתך,2800
36120,שכ ז'בוטינסקי,2800
36121,שכ יגאל אלון,2800
36122,שכ משה חיים שפירא,2800
36123,שכון א,2800
36124,שכון ב,2800
36125,שכון ג,2800
36126,שכון ד,2800
36127,מורדות נפתלי,2800
36128,שכון ו,2800
36129,שכ הורדים,2800
36130,"שכ אצ""ל",2800
36131,שכ נוף חרמון,2800
36132,אזור תעשיה צפון,2800
36133,אזור תעשיה דרום,2800
36134,מרכז העיר,2800
36135,קרית שמונה,2800
36136,הגלעד,3640
36137,הנרקיס,3640
36138,התמר,3640
36139,הברוש,3640
36140,האלון,3640
36141,משעול הכלנית,3640
36142,הניצנים,3640
36143,משעול הצבעוני,3640
36144,משעול החבצלת,3640
36145,משעול היסמין,3640
36146,משעול הרקפת,3640
36147,משעול החצב,3640
36148,משעול הורדים,3640
36149,השקמה,3640
36150,הארז,3640
36151,הגפן,3640
36152,הערבה,3640
36153,הרימון,3640
36154,האילנות,3640
36155,האורנים,3640
36156,משעול הרדוף,3640
36157,משעול החרצית,3640
36158,ההדס,3640
36159,הדקל,3640
36160,משעול הסביון,3640
36161,משעול התאנה,3640
36162,הנחל,3640
36163,שדרות רחבעם,3640
36164,החרוב,3640
36165,סמ הכנורות,3640
36166,סמ השלישים,3640
36167,סמ המצילתיים,3640
36168,סמ הענבלים,3640
36169,כלי שיר,3640
36170,חלילים,3640
36171,הצלצלים,3640
36172,שביל החצוצרה,3640
36173,שביל השופר,3640
36174,הנבל,3640
36175,התוף,3640
36176,האבוב,3640
36177,הגיתית,3640
36178,הפעמון,3640
36179,העוגב,3640
36180,הגבורה,3640
36181,ההתנחלות,3640
36182,התקוה,3640
36183,הקוממיות,3640
36184,הראשונים,3640
36185,הנוטעים,3640
36186,אלישיב,3640
36187,קבוץ גלויות,3640
36188,חומה ומגדל,3640
36189,ארגוני הלוחמים,3640
36190,מעלות קדושים,3640
36191,רחבת אסירי ציון,3640
36192,קנין הארץ,3640
36193,הזכות,3640
36194,שיבת ציון,3640
36195,האמונה,3640
36196,המייסדים,3640
36197,החלוצים,3640
36198,העמל,3640
36199,צופים,3640
36200,"האצ""ל",3640
36201,"לח""י",3640
36202,"ניל""י",3640
36203,ישיבת הסדר,3640
36204,יפה נוף,3640
36205,כיסופים,3640
36206,נוה עליזה,3640
36207,נווה מנחם,3640
36208,אלוני שילה,3640
36209,גינות שומרון,3640
36210,קרני שומרון,3640
36211,קשת,4006
36212,ראמה,543
36213,ראס אל-עין,1334
36214,ראס עלי,990
36215,גרונר דב,2640
36216,הרעות,2640
36217,"הרש""ש",2640
36218,אבן עזרא,2640
36219,גרמה מיכאל,2640
36220,הרב כלף,2640
36221,בן נון יהושע,2640
36222,"צה""ל",2640
36223,נתן שאול,2640
36224,הנביאים,2640
36225,דוד המלך,2640
36226,ג'ון קנדי,2640
36227,הסנהדרין,2640
36228,"רש""י",2640
36229,שילה,2640
36230,יהודה הלוי,2640
36231,חזון איש,2640
36232,"מהריק""א",2640
36233,שלום זכריה,2640
36234,"שז""ר זלמן",2640
36235,סעדיה גאון,2640
36236,"רמב""ם",2640
36237,העצמאות,2640
36238,יבניאלי,2640
36239,אבן גבירול,2640
36240,מרבד הקסמים,2640
36241,החשמונאים,2640
36242,גלוסקא,2640
36243,הרב יצהרי צדוק,2640
36244,הירקון,2640
36245,המסילה,2640
36246,המוביל הארצי,2640
36247,שבזי,2640
36248,אפק,2640
36249,בעל מלאכת שלמה,2640
36250,ספיר יעקב,2640
36251,גבורי ישראל,2640
36252,יחיא יצחק הלוי,2640
36253,דקר,2640
36254,מעודה שלמה,2640
36255,"מהרי""ץ",2640
36256,התנאים,2640
36257,רבי עקיבא,2640
36258,עמרני אברהם,2640
36259,הגליל,2640
36260,ארץ ישראל השלמה,2640
36261,קוממיות,2640
36262,רבי אביץ יחיא,2640
36263,ששת הימים,2640
36264,הבנים,2640
36265,סיני,2640
36266,רמת הגולן,2640
36267,שבטי ישראל,2640
36268,שלמה המלך,2640
36269,הרצל,2640
36270,שיר השירים,2640
36271,משעול עלי (הכהן),2640
36272,משעול הרב מלמד שלמה,2640
36273,התקוה,2640
36274,מלכי ישראל,2640
36275,ירושלים השלמה,2640
36276,השריון,2640
36277,המרץ,2640
36278,היצירה,2640
36279,העבודה,2640
36280,מודיעין,2640
36281,כנפי נשרים,2640
36282,"הגר""א",2640
36283,וולפסון,2640
36284,חותמי המגילה,2640
36285,הצנחנים,2640
36286,גבעתי,2640
36287,הראשונים,2640
36288,"אצ""ל",2640
36289,אחוה,2640
36290,חתוכה יורם,2640
36291,הטייס,2640
36292,עלית הנוער,2640
36293,הקטר,2640
36294,הרכבת,2640
36295,המצפה,2640
36296,המילדת,2640
36297,הסלע,2640
36298,מצדה,2640
36299,צדק,2640
36300,חפץ חיים,2640
36301,החלוץ,2640
36302,המעפיל,2640
36303,החורשים,2640
36304,הרב חג'בי דוד,2640
36305,מוזס עפרה,2640
36306,עמוסי מנחם,2640
36307,בגין עליזה,2640
36308,המתמיד,2640
36309,החמישה,2640
36310,מלאכי יוסף,2640
36311,הסופר,2640
36312,"הלח""י",2640
36313,וגנר,2640
36314,קהילות בני ישראל,2640
36315,התעשייה,2640
36316,אפרת,2640
36317,הרב ונה יצחק,2640
36318,זכריה משה,2640
36319,"אבצ""ן",2640
36320,משעול הרב שלמה מדר,2640
36321,דרך הציונות,2640
36322,סלעית,2640
36323,נחליאלי,2640
36324,ברבור,2640
36325,העורב,2640
36326,חוגלה,2640
36327,הדרור,2640
36328,עפרוני,2640
36329,חוחית,2640
36330,סנונית,2640
36331,שחף,2640
36332,חופית,2640
36333,הזמיר,2640
36334,יסעור,2640
36335,לביא,2640
36336,כפיר,2640
36337,יונה,2640
36338,עמל,2640
36339,המלאכה,2640
36340,שדרת עפרוני,2640
36341,דרך השומרון,2640
36342,בזלת,2640
36343,גרניט,2640
36344,אודם,2640
36345,חרסית,2640
36346,ברקת,2640
36347,אלמוג,2640
36348,חלמיש,2640
36349,צור,2640
36350,שוהם,2640
36351,ענבר,2640
36352,יהלום,2640
36353,תרשיש,2640
36354,חסידה,2640
36355,ורדית,2640
36356,גבתון,2640
36357,זרעית,2640
36358,עגור,2640
36359,גזית,2640
36360,אנפה,2640
36361,גדרון,2640
